2020 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H4847,Local CCP,"Wellcare Of South Carolina, Inc.",WELLCARE,"WellCare Health Plans, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,3,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4853,Local CCP,Bright Health Company Of Arizona,Bright Health,"Bright Health, Inc.",Not enough data available,Not enough data available,1,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,1,5,3,Not enough data available,Plan too new to be measured,Plan too new to be measured,1,No data available,Not enough data available,1,1,2,2,2,1,4,2,Not enough data available,Not enough data available,Not enough data available,5,5,5,Not enough data available,4,2,Not enough data available,2,1,5,3,1,2,5,3
H4868,Local CCP,"Wellcare Of New York, Inc.",WellCare,"WellCare Health Plans, Inc.",3,3,Plan too small to be measured,1,4,Plan too new to be measured,4,No data available,3,3,4,4,3,4,3,2,Plan too new to be measured,Plan too new to be measured,2,2,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,No data available,5,4,Not enough data available,No data available
H4875,Local CCP,Priority Health,Priority Health Medicare,Spectrum Health System,4,5,3,3,4,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,4,4,4,4,2,4,4,3,3,4,4,4,3,2,3,5,4,3,4,5,4,5,2,1,5,4,4,2,4,5,5,5,4,3,3
H4882,Local CCP,"Healthpartners, Inc.",HealthPartners,"HealthPartners, Inc.",5,5,4,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,4,5,Not enough data available,Plan too new to be measured,Plan too new to be measured,4,No data available,Not enough data available,4,5,5,4,2,4,5,3,Not enough data available,Not enough data available,Not enough data available,4,5,5,Not enough data available,5,3,Not enough data available,1,4,5,5,5,5,Not enough data available,3
H4909,Local CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4,4,5,3,4,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,3,4,5,1,3,4,4,3,4,3,3,5,3,3,5,5,3,5,3,5,5,5,Not enough data available,5,5,1,Not enough data available,Not enough data available,3,3,3,3,5,2
H4922,Local CCP,"Agewell New York, Llc",AgeWell New York,"ParkerCare New York, LLC",2,2,2,5,3,3,3,4,4,3,4,Not enough data available,2,4,4,3,4,4,2,1,5,2,1,2,1,1,3,5,4,4,4,1,5,5,5,Not enough data available,5,4,5,1,Not enough data available,4,4,2,2,4,3
H4931,Local CCP,Banner - University Care Advantage,Banner - University Care Advantage,Banner Health,3,3,2,2,4,2,4,1,4,3,4,Not enough data available,4,4,4,3,3,Not enough data available,2,1,1,3,2,2,3,4,1,5,4,3,5,3,3,4,5,Not enough data available,5,4,4,4,2,5,2,1,2,2,3
H4937,Local CCP,California Physicians' Service,Blue Shield of California,California Physicians' Service,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4961,Local CCP,Alignment Health Plan,Alignment Health Plan,"Alignment Healthcare USA, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4982,Local CCP,Aetna Better Health Of California Inc.,Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5008,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,2,4,5,4,5,2,4,3,5,4,4,4,4,3,4,4,3,4,4,1,2,3,2,4,2,5,4,3,5,5,5,5,5,4,5,4,2,2,3,5,4,2,3,3,4
H5009,Local CCP,Regence Blueshield,Regence BlueShield,"Cambia Health Solutions, Inc.",4,5,5,5,5,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,4,4,4,1,5,2,4,4,4,5,5,3,2,4,5,3,4,5,5,5,5,5,1,5,3,4,1,2,5,5,5,5,3,4
H5010,Local CCP,Asuris Northwest Health,Asuris Northwest Health,"Cambia Health Solutions, Inc.",4,4,3,4,5,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,No data available,5,Not enough data available,Not enough data available,Not enough data available,1,No data available,No data available,3,5,4,4,3,5,5,4,3,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,4,3,1,4,5,5,3,5,2,1
H5015,Local CCP,"Texas Independence Health Plan, Inc.",Texas Independence Health Plan,Regency ISNP Holdings LLC,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5042,Local CCP,"Cdphp Universal Benefits, Inc.",CDPHP Medicare Advantage,"Capital District Physicians' Health Plan, Inc.",5,5,5,3,5,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,5,5,5,2,5,4,2,4,4,5,5,5,5,4,5,Not enough data available,3,4,3,Not enough data available,Not enough data available,5,Not enough data available,5,Not enough data available,3,5,5,Not enough data available,5,5,5,1,4
H5050,Local CCP,Kaiser Foundation Health Plan Of Washington,Kaiser Foundation Health Plan of Washington,"Kaiser Foundation Health Plan, Inc.",5,5,5,3,5,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,5,5,5,2,4,5,4,5,2,4,3,4,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5
H5087,Local CCP,"Wellcare Of California, Inc.",WellCare,"WellCare Health Plans, Inc.",4,5,4,5,2,4,5,1,5,4,5,5,5,5,4,2,4,Not enough data available,4,4,3,Not enough data available,1,Not enough data available,Not enough data available,4,Not enough data available,5,3,2,5,4,3,4,5,Not enough data available,5,3,5,4,Not enough data available,5,5,3,3,2,5
H5106,Local CCP,Highmark Senior Solutions Company,Highmark Inc.,Highmark Health,3,4,4,2,3,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,4,4,4,3,3,4,2,2,5,4,5,3,2,3,5,5,4,4,5,5,5,4,3,5,5,3,2,4,4,5,3,4,2,2
H5117,Local CCP,"Louisiana Healthcare Connections, Inc.",Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,No data available,No data available,No data available,Not enough data available,No data available
H5126,Local CCP,Oscar Insurance Company,Oscar,"Mulberry Health, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5140,Local CCP,"Blue Cross And Blue Shield Of Arizona, Inc.",Blue Cross Blue Shield of Arizona,Blue Cross Blue Shield of Arizona,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5141,Local CCP,Clover Insurance Company,Clover Health,"Clover Health Holdings, Inc.",3,4,2,2,2,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,4,5,4,3,4,3,3,2,3,2,2,2,3,4,1,5,4,4,5,2,4,4,5,4,5,4,3,3,1,5,4,2,2,4,3
H5172,Demo,Community Health Group,Community Health Group,Community Health Group,No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5178,Local CCP,"Humana Health Plan, Inc.",Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5190,Local CCP,"Sunshine State Health Plan, Inc.",Allwell,Centene Corporation,3,3,1,3,5,3,4,3,4,4,4,Not enough data available,4,4,4,Not enough data available,4,Not enough data available,1,1,2,Not enough data available,3,4,3,3,3,4,2,3,Not enough data available,Not enough data available,5,5,4,Not enough data available,4,2,1,4,Not enough data available,5,3,1,2,5,5
H5199,Local CCP,"Wellcare Health Insurance Of Arizona, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,No data available,4,5,Not enough data available,No data available
H5209,Local CCP,"Care Wisconsin Health Plan, Inc.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",2,3,5,1,3,4,4,5,5,5,5,Not enough data available,4,3,3,Not enough data available,5,5,5,2,2,4,5,4,4,3,4,5,5,1,Not enough data available,Not enough data available,3,4,5,Not enough data available,5,5,3,5,3,4,5,4,5,3,5
H5211,Local CCP,"Security Health Plan Of Wisconsin, Inc.","Security Health Plan of Wisconsin, Inc.","Marshfield Clinic Health System, Inc.",4,4,4,2,4,2,4,1,4,2,2,1,5,4,4,5,2,3,4,2,3,5,5,5,4,4,5,5,5,2,5,4,3,4,5,Not enough data available,5,5,3,2,5,5,5,5,5,3,4
H5215,Local CCP,Network Health Insurance Corporation,Network Health Medicare Advantage Plans,"Network Health, Inc.",4,4,4,4,4,3,5,3,5,5,5,1,5,5,5,5,2,4,5,4,3,4,5,3,5,3,5,5,5,5,4,3,4,4,5,4,5,5,5,3,5,5,5,5,5,5,4
H5216,Local CCP,Humana Insurance Company,Humana,Humana Inc.,3,4,4,2,5,4,5,No data available,No data available,No data available,No data available,3,4,4,5,4,2,3,4,2,3,4,4,3,4,2,4,5,4,5,4,4,5,5,5,4,5,4,3,2,4,5,5,4,4,4,3
H5232,Local CCP,"Paramount Care, Inc.",Paramount Elite/Medicare Plans,"Promedica Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5253,Local CCP,"Unitedhealthcare Of Wisconsin, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,3,3,3,3,5,3,5,4,5,3,4,5,4,4,3,2,3,3,3,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,2,4,5,4,4,4,4,3
H5256,1876 Cost,Medical Associates Clinic Health Plan,Medical Associates Clinic Health Plan of Wisconsin,"Medical Associates Clinic, P.C.",3,3,3,3,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,5,4,5,Benefit not offered by plan,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,5,5,5,4,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H5262,Local CCP,Quartz Health Plan Corporation,Senior Preferred,University of Wisconsin Hospitals and Clincs Autho,5,5,5,4,5,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,4,5,5,2,4,5,3,2,5,5,5,5,5,5,5,5,3,4,3,4,5,5,Not enough data available,5,5,3,5,5,5,5,5,5,1,5
H5264,1876 Cost,"Dean Health Plan, Inc.","Dean Health Plan, Inc.",SSM Healthcare Corporation,4,5,5,2,5,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,5,4,5,Benefit not offered by plan,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,4,5,5,5,5,5,3,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H5273,Local CCP,"Carepartners Of Connecticut, Inc.",CarePartners of Connecticut,"Tufts Health Plan, Inc",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5280,Demo,"Molina Healthcare Of Ohio, Inc.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H5294,Local CCP,"Superior Health Plan, Inc.",Allwell,Centene Corporation,3,3,4,2,5,5,4,5,5,5,5,Not enough data available,4,5,4,Not enough data available,5,Not enough data available,2,4,5,4,3,4,3,4,2,4,2,4,Not enough data available,Not enough data available,5,5,3,Not enough data available,4,2,4,5,4,5,5,3,4,5,5
H5302,Local CCP,Aetna Health Inc. (ga),Aetna Medicare,CVS Health Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,3,3,4,Not enough data available,5
H5322,Local CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,2,1,4,4,4,3,4,4,5,3,5,5,4,4,5,3,2,4,4,3,3,4,3,4,3,5,3,4,5,5,5,5,5,Not enough data available,5,3,4,3,4,5,4,3,3,4,4
H5325,Local CCP,"Coventry Health Care Of Kansas, Inc.",Aetna Medicare,CVS Health Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5337,Local CCP,"Aetna Better Health, Inc. (oh)",Aetna Better Health of Ohio (HMO SNP),CVS Health Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5355,Demo,Iehp Health Access,IEHP DualChoice,INLAND EMPIRE HEALTH PLAN,No data available,No data available,Plan too small to be measured,Not enough data available,Not enough data available,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
